순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수(천주),외국인 보유주식수,외국인 지분율(%),총카운트
572,002810,삼영무역,"17,950","-50","-0.3","20,313","362,628,950","17,900","18,000","17,600","295,575,882,850","0.02","16,466,623",,,
573,081000,일진다이아,"26,050","-2,050","-7.3","414,138","11,111,746,600","26,750","27,700","26,000","293,791,248,750","0.02","11,277,975",,,
574,057500,SKC 솔믹스,"4,770","-185","-3.7","456,408","2,201,523,745","4,820","4,930","4,750","293,326,570,800","0.02","61,494,040",,,
575,108790,인터파크,"8,850","-350","-3.8","158,985","1,428,328,290","9,100","9,200","8,850","293,181,738,000","0.02","33,127,880",,,
576,136480,하림,"3,370","-125","-3.6","928,181","3,168,562,960","3,460","3,475","3,365","293,007,811,060","0.02","86,945,938",,,
577,039440,에스티아이,"22,800","-1,400","-5.8","252,579","5,782,901,050","23,600","23,600","22,500","290,624,076,000","0.02","12,746,670",,,
578,214420,토니모리,"16,400","-850","-4.9","102,109","1,704,378,550","16,900","16,950","16,400","289,296,000,000","0.02","17,640,000",,,
579,001250,GS글로벌,"3,505","-180","-4.9","1,264,115","4,482,599,975","3,590","3,630","3,505","289,280,842,820","0.02","82,533,764",,,
580,138490,코오롱플라스틱,"7,610","-290","-3.7","97,069","745,105,340","7,770","7,830","7,610","289,180,000,000","0.02","38,000,000",,,
581,005090,삼광글라스,"59,200","-2,000","-3.3","20,959","1,254,957,500","58,700","61,000","58,700","287,381,545,600","0.02","4,854,418",,,
582,082920,비츠로셀,"14,500","0","0.0","0","0","0","0","0","284,061,249,500","0.02","19,590,431",,,
583,030790,동양네트웍스,"3,005","-100","-3.2","1,781,932","5,466,959,505","3,070","3,195","2,975","283,481,038,260","0.02","94,336,452",,,
584,001130,대한제분,"167,000","-4,000","-2.3","717","120,827,000","171,000","171,000","166,000","282,230,000,000","0.02","1,690,000",,,
585,215000,골프존,"44,950","-650","-1.4","9,597","432,112,300","45,450","45,450","44,850","282,079,904,250","0.02","6,275,415",,,
586,040350,큐로컴,"2,570","-100","-3.8","1,234,225","3,203,451,380","2,605","2,660","2,560","279,134,335,740","0.01","108,612,582",,,
587,102710,이엔에프테크놀로지,"19,550","-800","-3.9","138,393","2,733,100,750","19,800","20,200","19,550","277,610,000,000","0.01","14,200,000",,,
588,017960,한국카본,"6,310","-360","-5.4","504,945","3,247,407,240","6,530","6,600","6,310","277,392,376,670","0.01","43,960,757",,,
589,000430,대원강업,"4,450","-355","-7.4","232,659","1,069,658,765","4,785","4,785","4,420","275,900,000,000","0.01","62,000,000",,,
590,001270,부국증권,"26,600","-550","-2.0","20,490","550,208,150","26,800","27,150","26,350","275,838,967,600","0.01","10,369,886",,,
591,002780,진흥기업,"1,895","-5","-0.3","38,975","73,973,960","1,900","1,930","1,885","275,444,090,390","0.01","145,353,082",,,
592,100130,동국S&C,"4,810","-260","-5.1","517,539","2,553,876,275","5,000","5,060","4,810","274,857,830,000","0.01","57,143,000",,,
593,005070,코스모신소재,"16,850","-300","-1.8","1,133,102","19,357,362,900","16,800","17,750","16,450","274,283,760,800","0.01","16,277,968",,,
594,214180,민앤지,"23,050","-800","-3.4","126,930","2,970,131,600","23,050","23,800","23,050","273,986,775,400","0.01","11,886,628",,,
595,140860,파크시스템스,"41,400","-3,050","-6.9","56,395","2,387,279,300","43,200","44,000","41,000","273,159,477,000","0.01","6,598,055",,,
596,034950,한국기업평가,"59,900","30","0.0","277","16,490,500","59,900","59,900","58,200","271,976,788,600","0.01","4,540,514",,,
597,095270,웨이브일렉트로,"25,350","-1,500","-5.6","87,905","2,264,210,700","26,500","26,800","25,000","270,091,575,000","0.01","10,654,500",,,
598,016380,동부제철,"10,800","-700","-6.1","657,750","8,505,507,800","12,600","14,500","10,800","270,001,328,400","0.01","25,000,123",,,
599,002320,한진,"22,500","-950","-4.0","78,400","1,789,457,550","23,200","23,200","22,500","269,429,760,000","0.01","11,974,656",,,
600,027050,코리아나,"6,710","-390","-5.5","504,636","3,463,728,250","6,870","7,050","6,710","268,400,000,000","0.01","40,000,000",,,
601,067390,아스트,"17,350","-1,150","-6.2","199,068","3,548,218,250","17,950","18,400","17,350","268,350,142,450","0.01","15,466,867",,,
602,045100,한양이엔지,"14,900","-400","-2.6","177,399","2,639,833,450","15,000","15,100","14,600","268,200,000,000","0.01","18,000,000",,,
603,018000,유니슨,"3,000","-125","-4.0","1,082,075","3,308,466,060","3,015","3,115","3,000","267,308,730,000","0.01","89,102,910",,,
604,077970,STX엔진,"11,600","400","3.6","457,133","5,248,060,100","10,950","12,250","10,600","266,903,286,400","0.01","23,008,904",,,
605,183300,코미코,"30,400","-1,400","-4.4","167,623","5,082,902,400","31,000","31,300","29,300","266,760,000,000","0.01","8,775,000",,,
606,092230,KPX홀딩스,"62,800","-600","-1.0","476","29,730,700","63,400","63,400","62,000","265,307,768,800","0.01","4,224,646",,,
607,004710,한솔테크닉스,"11,850","-750","-6.0","431,186","5,210,839,900","12,300","12,400","11,850","262,002,054,300","0.01","22,109,878",,,
608,004360,세방,"13,550","-100","-0.7","10,718","144,312,400","13,500","13,600","13,300","261,632,749,500","0.01","19,308,690",,,
609,001780,알루코,"3,510","-155","-4.2","316,508","1,130,020,865","3,705","3,710","3,500","261,579,598,020","0.01","74,524,102",,,
610,144960,뉴파워프라즈마,"31,700","-400","-1.2","71,868","2,272,147,200","31,200","32,150","31,050","261,535,682,900","0.01","8,250,337",,,
611,046440,KG모빌리언스,"8,740","-220","-2.5","443,494","3,883,671,730","8,750","9,040","8,560","261,386,804,180","0.01","29,906,957",,,
612,007820,에스엠코어,"13,050","-1,350","-9.4","275,018","3,730,039,500","13,900","14,400","13,050","261,000,000,000","0.01","20,000,000",,,
613,217270,넵튠,"13,700","-500","-3.5","171,899","2,397,984,450","13,900","14,500","13,600","260,853,507,400","0.01","19,040,402",,,
614,002310,아세아제지,"29,100","-450","-1.5","62,535","1,839,312,050","28,700","30,200","28,700","260,634,208,200","0.01","8,956,502",,,
615,003200,일신방직,"107,500","-1,000","-0.9","775","82,537,500","106,500","108,000","105,500","258,000,000,000","0.01","2,400,000",,,
616,194510,파티게임즈,"10,600","0","0.0","0","0","0","0","0","256,837,512,400","0.01","24,229,954",,,
617,091120,이엠텍,"16,900","-700","-4.0","121,875","2,101,303,050","17,400","17,600","16,900","256,792,356,600","0.01","15,194,814",,,
618,142760,바이오리더스,"16,100","-2,050","-11.3","880,623","14,693,703,850","17,450","17,600","15,650","256,075,491,000","0.01","15,905,310",,,
619,004970,신라교역,"16,000","-100","-0.6","20,234","321,101,400","15,950","16,100","15,750","256,000,000,000","0.01","16,000,000",,,
620,097780,에스맥,"1,205","-50","-4.0","4,985,847","6,122,932,000","1,220","1,270","1,195","255,802,947,820","0.01","212,284,604",,,
621,025320,시노펙스,"3,890","-170","-4.2","1,095,073","4,339,307,865","3,910","4,105","3,880","254,862,195,860","0.01","65,517,274",,,
622,126700,하이비젼시스템,"17,050","-1,050","-5.8","508,986","8,730,989,250","17,400","17,700","16,800","254,763,009,600","0.01","14,942,112",,,
623,060590,씨티씨바이오,"14,450","-1,700","-10.5","389,680","5,893,348,750","15,500","15,750","14,350","254,683,171,850","0.01","17,625,133",,,
624,065060,지엔코,"2,590","-160","-5.8","3,659,580","9,694,462,705","2,685","2,730","2,585","253,840,833,960","0.01","98,008,044",,,
625,114570,지스마트글로벌,"12,200","-550","-4.3","296,054","3,677,124,350","12,550","12,700","12,150","252,886,345,800","0.01","20,728,389",,,
626,004700,조광피혁,"38,000","-800","-2.1","2,740","104,216,150","38,350","38,800","37,200","252,667,244,000","0.01","6,649,138",,,
627,003570,S&T중공업,"7,760","-100","-1.3","21,988","171,348,870","7,860","7,870","7,760","251,993,886,640","0.01","32,473,439",,,
628,029960,코엔텍,"5,000","-90","-1.8","2,348,070","12,663,496,135","5,050","5,900","4,995","250,000,000,000","0.01","50,000,000",,,
629,002030,아세아,"114,000","-3,500","-3.0","5,296","608,321,000","116,000","117,500","113,500","249,776,736,000","0.01","2,191,024",,,
630,900100,뉴프라이드,"3,185","-170","-5.1","3,457,298","11,199,204,360","3,250","3,455","3,105","249,152,246,525","0.01","78,226,765",,,
631,016590,신대양제지,"61,800","-2,400","-3.7","29,689","1,864,551,100","63,000","64,000","61,000","249,040,527,600","0.01","4,029,782",,,
632,015360,예스코,"41,500","-650","-1.5","902","37,725,500","41,250","42,250","41,250","249,000,000,000","0.01","6,000,000",,,
633,005680,삼영전자,"12,400","-150","-1.2","26,311","327,154,700","12,550","12,550","12,350","248,000,000,000","0.01","20,000,000",,,
634,064260,다날,"5,030","-140","-2.7","691,132","3,516,472,090","5,100","5,170","5,010","247,005,020,980","0.01","49,106,366",,,
635,027390,한화갤러리아타임월드,"41,150","-2,450","-5.6","38,060","1,593,810,150","41,750","42,950","41,150","246,905,390,650","0.01","6,000,131",,,
636,196170,알테오젠,"19,500","-1,300","-6.2","167,749","3,306,177,500","19,500","20,300","19,100","245,901,435,000","0.01","12,610,330",,,
637,000680,LS네트웍스,"3,120","-15","-0.5","9,972","30,540,265","3,135","3,135","3,045","245,865,409,920","0.01","78,803,016",,,
638,023910,대한약품,"40,950","-1,650","-3.9","33,557","1,384,049,200","41,050","42,050","40,550","245,700,000,000","0.01","6,000,000",,,
639,086040,바이오톡스텍,"16,900","-50","-0.3","958,285","16,176,192,600","16,050","17,600","15,950","245,153,478,700","0.01","14,506,123",,,
640,200880,서연이화,"9,050","-270","-2.9","50,593","458,887,590","9,300","9,300","8,960","244,607,354,850","0.01","27,028,437",,,
641,003070,코오롱글로벌,"9,700","-280","-2.8","87,263","852,575,150","9,900","9,900","9,700","244,541,248,600","0.01","25,210,438",,,
642,251370,와이엠티,"33,000","-1,250","-3.6","52,625","1,730,402,650","33,400","33,900","32,450","244,371,600,000","0.01","7,405,200",,,
643,015860,일진홀딩스,"4,950","-310","-5.9","391,984","1,960,055,570","5,150","5,150","4,875","244,270,040,850","0.01","49,347,483",,,
644,065160,에프티이앤이,"3,580","0","0.0","0","0","0","0","0","243,331,461,560","0.01","67,969,682",,,
645,117670,알파홀딩스,"18,500","-2,300","-11.1","1,344,324","25,624,606,600","19,300","20,150","17,800","243,172,140,000","0.01","13,144,440",,,
646,123690,한국화장품,"15,100","-1,050","-6.5","213,467","3,313,826,500","15,600","15,900","15,100","242,626,800,000","0.01","16,068,000",,,
647,060150,인선이엔티,"6,730","-310","-4.4","387,539","2,648,735,060","6,950","6,980","6,650","242,037,248,900","0.01","35,963,930",,,
648,201490,미투온,"7,800","-800","-9.3","1,415,222","11,409,976,440","8,300","8,450","7,800","241,860,606,000","0.01","31,007,770",,,
649,078150,HB테크놀러지,"3,055","-205","-6.3","1,816,565","5,728,283,170","3,165","3,230","3,055","241,315,751,430","0.01","78,990,426",,,
650,033160,엠케이전자,"11,050","-500","-4.3","183,697","2,034,772,250","11,200","11,350","10,750","240,974,963,450","0.01","21,807,689",,,
651,068400,AJ렌터카,"10,850","-500","-4.4","326,250","3,601,388,500","11,000","11,300","10,800","240,287,355,000","0.01","22,146,300",,,
652,071055,한국금융지주우,"41,000","-1,050","-2.5","3,751","153,949,200","42,000","42,000","40,850","240,188,291,000","0.01","5,858,251",,,
653,078600,대주전자재료,"16,500","-750","-4.4","439,135","7,224,635,600","16,400","17,100","16,000","240,095,212,500","0.01","14,551,225",,,
654,058610,에스피지,"11,500","-900","-7.3","927,789","10,946,310,600","11,900","12,200","11,450","240,085,212,500","0.01","20,876,975",,,
655,007210,벽산,"3,500","-160","-4.4","422,449","1,494,982,685","3,570","3,625","3,480","239,960,000,000","0.01","68,560,000",,,
656,006390,현대시멘트,"14,300","-500","-3.4","9,537","137,833,100","14,800","14,800","14,200","239,647,179,200","0.01","16,758,544",,,
657,900140,코라오홀딩스,"5,000","-200","-3.8","223,248","1,140,619,290","5,040","5,230","5,000","239,347,540,000","0.01","47,869,508",,,
658,243840,신흥에스이씨,"36,500","-1,300","-3.4","108,526","3,989,274,750","37,000","38,250","35,750","239,136,429,500","0.01","6,551,683",,,
659,216050,인크로스,"30,300","-300","-1.0","115,838","3,516,921,300","30,050","30,950","29,500","238,935,255,600","0.01","7,885,652",,,
660,008700,아남전자,"3,095","-180","-5.5","2,294,928","7,316,848,165","3,205","3,305","3,080","238,701,317,900","0.01","77,124,820",,,
661,060720,KH바텍,"11,900","-950","-7.4","258,111","3,144,276,200","12,550","12,750","11,900","238,000,000,000","0.01","20,000,000",,,
662,001940,KISCO홀딩스,"64,200","-2,400","-3.6","1,465","95,281,900","66,300","66,300","64,100","237,236,719,200","0.01","3,695,276",,,
663,095720,웅진씽크빅,"6,840","-190","-2.7","186,390","1,288,707,160","6,900","7,010","6,800","236,808,768,600","0.01","34,621,165",,,
664,143240,사람인에이치알,"20,350","-1,200","-5.6","30,155","631,844,800","21,200","21,450","20,350","236,757,252,050","0.01","11,634,263",,,
665,018120,진로발효,"31,450","-350","-1.1","2,772","87,363,650","31,450","31,950","31,400","236,629,800,000","0.01","7,524,000",,,
666,214270,퓨쳐스트림네트웍스,"2,790","-70","-2.4","367,228","1,030,390,480","2,785","2,875","2,785","234,366,523,020","0.01","84,002,338",,,
667,123100,테라세미콘,"20,700","-1,700","-7.6","248,179","5,313,977,400","21,850","22,100","20,700","233,989,488,000","0.01","11,303,840",,,
668,011370,서한,"2,315","-95","-3.9","535,873","1,255,484,710","2,380","2,390","2,300","233,571,612,475","0.01","100,894,865",,,
669,064550,바이오니아,"11,300","-1,200","-9.6","488,049","5,707,048,900","11,700","12,300","11,200","233,057,618,400","0.01","20,624,568",,,
670,121440,골프존뉴딘,"5,430","-190","-3.4","147,896","821,811,220","5,500","5,690","5,430","232,603,921,740","0.01","42,836,818",,,
671,011760,현대상사,"17,500","-300","-1.7","29,090","511,965,700","17,600","17,800","17,400","231,506,905,000","0.01","13,228,966",,,
672,095340,ISC,"16,900","-1,000","-5.6","110,773","1,910,888,950","17,400","17,750","16,900","229,882,216,200","0.01","13,602,498",,,
673,178320,서진시스템,"36,750","-1,550","-4.0","104,218","3,866,012,700","37,500","37,700","36,600","229,641,084,750","0.01","6,248,737",,,
674,003545,대신증권우,"8,830","-180","-2.0","128,289","1,137,106,480","8,970","8,970","8,810","229,580,000,000","0.01","26,000,000",,,
675,036800,나이스정보통신,"22,950","-250","-1.1","11,038","251,791,600","22,800","23,050","22,400","229,500,000,000","0.01","10,000,000",,,
676,069110,코스온,"12,600","-600","-4.6","260,301","3,340,846,950","12,800","13,200","12,550","229,463,766,000","0.01","18,211,410",,,
677,089980,상아프론테크,"16,050","-650","-3.9","168,445","2,738,039,850","16,150","16,600","15,950","228,929,752,800","0.01","14,263,536",,,
678,251630,브이원텍,"30,950","-3,150","-9.2","98,004","3,131,841,900","33,700","33,700","30,550","227,980,485,500","0.01","7,366,090",,,
679,012610,경인양행,"5,590","-230","-4.0","641,772","3,612,510,210","5,630","5,790","5,260","225,815,680,350","0.01","40,396,365",,,
680,000140,하이트진로홀딩스,"9,700","-140","-1.4","4,674","45,651,300","9,850","9,890","9,600","225,105,620,500","0.01","23,206,765",,,
681,036890,진성티이씨,"10,000","-750","-7.0","537,392","5,410,698,750","10,450","10,500","9,870","224,822,680,000","0.01","22,482,268",,,
682,054050,농우바이오,"15,700","-800","-4.8","117,545","1,887,955,050","16,350","16,500","15,700","224,510,000,000","0.01","14,300,000",,,
683,052790,액토즈소프트,"19,800","-400","-2.0","96,177","1,905,879,350","19,300","20,250","19,300","224,346,632,400","0.01","11,330,638",,,
684,036190,금화피에스시,"37,300","-350","-0.9","12,802","471,048,150","37,650","37,650","36,500","223,800,000,000","0.01","6,000,000",,,
685,036530,S&T홀딩스,"13,700","-300","-2.1","17,345","237,838,600","14,100","14,100","13,650","223,363,238,200","0.01","16,303,886",,,
686,185490,아이진,"20,350","-2,550","-11.1","334,298","7,073,444,100","21,850","22,300","19,850","223,236,284,700","0.01","10,969,842",,,
687,160550,NEW,"8,130","-430","-5.0","422,099","3,441,136,890","8,150","8,340","7,980","222,811,641,780","0.01","27,406,106",,,
688,004960,한신공영,"19,800","-1,300","-6.2","76,558","1,544,338,900","20,900","20,900","19,550","221,637,319,200","0.01","11,193,804",,,
689,000970,한국주철관,"9,630","-370","-3.7","164,819","1,598,549,270","10,050","10,050","9,620","219,568,815,000","0.01","22,800,500",,,
690,128820,대성산업,"4,850","-410","-7.8","461,184","2,285,958,125","4,915","5,180","4,780","219,392,068,300","0.01","45,235,478",,,
691,138690,엘아이에스,"15,450","-800","-4.9","176,764","2,738,492,300","15,700","16,100","15,150","218,698,751,550","0.01","14,155,259",,,
692,004150,한솔홀딩스,"4,695","-140","-2.9","170,198","807,688,700","4,785","4,835","4,695","217,659,594,345","0.01","46,359,871",,,
693,090470,제이스텍,"14,900","-1,150","-7.2","209,822","3,231,164,550","15,750","16,000","14,800","217,507,339,200","0.01","14,597,808",,,
